 Sample   Time     Commanded Pos   Encoder 1 Pos 

[    0    0.000               0               1;
     1    0.009               0               1;
     2    0.018               0               1;
     3    0.027               0               1;
     4    0.035               0               1;
     5    0.044               0               1;
     6    0.053               0               1;
     7    0.062               0               1;
     8    0.071               0               1;
     9    0.080               0               1;
    10    0.089               0               1;
    11    0.097               0               1;
    12    0.106               0               1;
    13    0.115               0               1;
    14    0.124               0               1;
    15    0.133               0               1;
    16    0.142               0               1;
    17    0.151               0               1;
    18    0.159               0               1;
    19    0.168               0               1;
    20    0.177               0               1;
    21    0.186               0               1;
    22    0.195               0               1;
    23    0.204               0               1;
    24    0.213               0               1;
    25    0.221               0               1;
    26    0.230               0               1;
    27    0.239               0               1;
    28    0.248               0               1;
    29    0.257               0               1;
    30    0.266               0               1;
    31    0.274               0               1;
    32    0.283               0               1;
    33    0.292               0               1;
    34    0.301               0               1;
    35    0.310               0               1;
    36    0.319               0               1;
    37    0.328               0               1;
    38    0.336               0               1;
    39    0.345               0               1;
    40    0.354               0               1;
    41    0.363               0               1;
    42    0.372               0               1;
    43    0.381               0               1;
    44    0.390               0               1;
    45    0.398               0               1;
    46    0.407               0               1;
    47    0.416               0               1;
    48    0.425               0               1;
    49    0.434               0               1;
    50    0.443               0               1;
    51    0.452               0               1;
    52    0.460               0               1;
    53    0.469               0               1;
    54    0.478               0               1;
    55    0.487               0               1;
    56    0.496               0               1;
    57    0.505               0               1;
    58    0.514               0               1;
    59    0.522               0               1;
    60    0.531               0               1;
    61    0.540               0               1;
    62    0.549               0               1;
    63    0.558               0               1;
    64    0.567               0               1;
    65    0.576               0               1;
    66    0.584               0               1;
    67    0.593               0               1;
    68    0.602               0               1;
    69    0.611               0               1;
    70    0.620               0               1;
    71    0.629               0               1;
    72    0.638               0               1;
    73    0.646               0               1;
    74    0.655               0               2;
    75    0.664               0               2;
    76    0.673               1               1;
    77    0.682               1               1;
    78    0.691               1               0;
    79    0.699               1               1;
    80    0.708               1               1;
    81    0.717               1               1;
    82    0.726               1               2;
    83    0.735               1               2;
    84    0.744               1               2;
    85    0.753               1               2;
    86    0.761               1               2;
    87    0.770               1               1;
    88    0.779               1               1;
    89    0.788               1               2;
    90    0.797               1               2;
    91    0.806               1               2;
    92    0.815               1               2;
    93    0.823               1               2;
    94    0.832               1               2;
    95    0.841               1               2;
    96    0.850               1               2;
    97    0.859               1               2;
    98    0.868               1               2;
    99    0.877               1               2;
   100    0.885               1               2;
   101    0.894               1               2;
   102    0.903               1               2;
   103    0.912               1               2;
   104    0.921               1               2;
   105    0.930               1               2;
   106    0.939               1               2;
   107    0.947               2               2;
   108    0.956               2               2;
   109    0.965               2               2;
   110    0.974               2               2;
   111    0.983               2               2;
   112    0.992               2               2;
   113    1.001               2               2;
   114    1.009               2               2;
   115    1.018               2               2;
   116    1.027               2               2;
   117    1.036               2               2;
   118    1.045               2               2;
   119    1.054               2               2;
   120    1.063               2               2;
   121    1.071               2               2;
   122    1.080               2               2;
   123    1.089               2               2;
   124    1.098               2               2;
   125    1.107               2               2;
   126    1.116               3               2;
   127    1.124               3               2;
   128    1.133               3               2;
   129    1.142               3               2;
   130    1.151               3               2;
   131    1.160               3               2;
   132    1.169               3               2;
   133    1.178               3               2;
   134    1.186               3               2;
   135    1.195               3               2;
   136    1.204               3               2;
   137    1.213               3               2;
   138    1.222               3               2;
   139    1.231               3               2;
   140    1.240               4               2;
   141    1.248               4               2;
   142    1.257               4               2;
   143    1.266               4               2;
   144    1.275               4               2;
   145    1.284               4               2;
   146    1.293               4               2;
   147    1.302               4               2;
   148    1.310               4               2;
   149    1.319               4               2;
   150    1.328               4               2;
   151    1.337               4               2;
   152    1.346               5               2;
   153    1.355               5               2;
   154    1.364               5               2;
   155    1.372               5               2;
   156    1.381               5               2;
   157    1.390               5               2;
   158    1.399               5               2;
   159    1.408               5               2;
   160    1.417               5               2;
   161    1.426               5               2;
   162    1.434               6               2;
   163    1.443               6               2;
   164    1.452               6               3;
   165    1.461               6               2;
   166    1.470               6               2;
   167    1.479               6               3;
   168    1.488               6               3;
   169    1.496               6               3;
   170    1.505               6               3;
   171    1.514               7               3;
   172    1.523               7               3;
   173    1.532               7               3;
   174    1.541               7               3;
   175    1.549               7               3;
   176    1.558               7               3;
   177    1.567               7               3;
   178    1.576               8               3;
   179    1.585               8               3;
   180    1.594               8               3;
   181    1.603               8               3;
   182    1.611               8               3;
   183    1.620               8               3;
   184    1.629               8               4;
   185    1.638               9               3;
   186    1.647               9               4;
   187    1.656               9               4;
   188    1.665               9               4;
   189    1.673               9               4;
   190    1.682               9               4;
   191    1.691               9               4;
   192    1.700              10               4;
   193    1.709              10               4;
   194    1.718              10               4;
   195    1.727              10               4;
   196    1.735              10               4;
   197    1.744              10               4;
   198    1.753              11               5;
   199    1.762              11               5;
   200    1.771              11               5;
   201    1.780              11               5;
   202    1.789              11               5;
   203    1.797              12               5;
   204    1.806              12               5;
   205    1.815              12               5;
   206    1.824              12               5;
   207    1.833              12               5;
   208    1.842              12               5;
   209    1.851              13               5;
   210    1.859              13               6;
   211    1.868              13               6;
   212    1.877              13               6;
   213    1.886              13               6;
   214    1.895              14               6;
   215    1.904              14               6;
   216    1.913              14               6;
   217    1.921              14               7;
   218    1.930              15               7;
   219    1.939              15               7;
   220    1.948              15               7;
   221    1.957              15               7;
   222    1.966              15               7;
   223    1.974              16               7;
   224    1.983              16               7;
   225    1.992              16               8;
   226    2.001              16               8;
   227    2.010              17               8;
   228    2.019              17               8;
   229    2.028              17               8;
   230    2.036              17               8;
   231    2.045              18               9;
   232    2.054              18               9;
   233    2.063              18               9;
   234    2.072              18               9;
   235    2.081              19               9;
   236    2.090              19               9;
   237    2.098              19              10;
   238    2.107              19              10;
   239    2.116              20              10;
   240    2.125              20              10;
   241    2.134              20              10;
   242    2.143              20              10;
   243    2.152              21              10;
   244    2.160              21              11;
   245    2.169              21              11;
   246    2.178              22              11;
   247    2.187              22              12;
   248    2.196              22              12;
   249    2.205              22              12;
   250    2.214              23              12;
   251    2.222              23              12;
   252    2.231              23              12;
   253    2.240              24              12;
   254    2.249              24              13;
   255    2.258              24              13;
   256    2.267              25              14;
   257    2.276              25              14;
   258    2.284              25              14;
   259    2.293              26              14;
   260    2.302              26              14;
   261    2.311              26              14;
   262    2.320              27              15;
   263    2.329              27              15;
   264    2.338              27              15;
   265    2.346              28              16;
   266    2.355              28              16;
   267    2.364              28              16;
   268    2.373              29              16;
   269    2.382              29              16;
   270    2.391              29              16;
   271    2.399              30              16;
   272    2.408              30              17;
   273    2.417              30              18;
   274    2.426              31              18;
   275    2.435              31              18;
   276    2.444              32              18;
   277    2.453              32              18;
   278    2.461              32              18;
   279    2.470              33              19;
   280    2.479              33              19;
   281    2.488              34              20;
   282    2.497              34              20;
   283    2.506              34              20;
   284    2.515              35              20;
   285    2.523              35              20;
   286    2.532              36              20;
   287    2.541              36              20;
   288    2.550              36              21;
   289    2.559              37              21;
   290    2.568              37              22;
   291    2.577              38              22;
   292    2.585              38              22;
   293    2.594              39              22;
   294    2.603              39              23;
   295    2.612              39              23;
   296    2.621              40              23;
   297    2.630              40              24;
   298    2.639              41              24;
   299    2.647              41              24;
   300    2.656              42              24;
   301    2.665              42              24;
   302    2.674              43              25;
   303    2.683              43              25;
   304    2.692              44              26;
   305    2.701              44              26;
   306    2.709              45              26;
   307    2.718              45              26;
   308    2.727              46              27;
   309    2.736              46              27;
   310    2.745              47              28;
   311    2.754              47              28;
   312    2.763              48              28;
   313    2.771              48              28;
   314    2.780              49              28;
   315    2.789              49              29;
   316    2.798              50              29;
   317    2.807              50              30;
   318    2.816              51              30;
   319    2.824              51              30;
   320    2.833              52              31;
   321    2.842              52              31;
   322    2.851              53              31;
   323    2.860              54              32;
   324    2.869              54              32;
   325    2.878              55              33;
   326    2.886              55              33;
   327    2.895              56              33;
   328    2.904              56              33;
   329    2.913              57              34;
   330    2.922              58              35;
   331    2.931              58              35;
   332    2.940              59              35;
   333    2.948              59              35;
   334    2.957              60              36;
   335    2.966              61              37;
   336    2.975              61              37;
   337    2.984              62              37;
   338    2.993              63              38;
   339    3.002              63              38;
   340    3.010              64              39;
   341    3.019              64              39;
   342    3.028              65              40;
   343    3.037              66              40;
   344    3.046              66              41;
   345    3.055              67              41;
   346    3.064              68              42;
   347    3.072              68              42;
   348    3.081              69              43;
   349    3.090              70              43;
   350    3.099              70              44;
   351    3.108              71              45;
   352    3.117              72              45;
   353    3.126              73              46;
   354    3.134              73              47;
   355    3.143              74              47;
   356    3.152              75              48;
   357    3.161              75              49;
   358    3.170              76              50;
   359    3.179              77              50;
   360    3.188              78              51;
   361    3.196              78              52;
   362    3.205              79              52;
   363    3.214              80              53;
   364    3.223              81              54;
   365    3.232              81              55;
   366    3.241              82              56;
   367    3.249              83              56;
   368    3.258              84              57;
   369    3.267              85              58;
   370    3.276              85              58;
   371    3.285              86              59;
   372    3.294              87              60;
   373    3.303              88              61;
   374    3.311              89              61;
   375    3.320              89              62;
   376    3.329              90              63;
   377    3.338              91              64;
   378    3.347              92              64;
   379    3.356              93              65;
   380    3.365              94              66;
   381    3.373              94              67;
   382    3.382              95              68;
   383    3.391              96              69;
   384    3.400              97              69;
   385    3.409              98              70;
   386    3.418              99              71;
   387    3.427             100              72;
   388    3.435             101              73;
   389    3.444             102              74;
   390    3.453             102              75;
   391    3.462             103              76;
   392    3.471             104              77;
   393    3.480             105              78;
   394    3.489             106              79;
   395    3.497             107              80;
   396    3.506             108              81;
   397    3.515             109              82;
   398    3.524             110              83;
   399    3.533             111              84;
   400    3.542             112              85;
   401    3.551             113              86;
   402    3.559             114              87;
   403    3.568             115              88;
   404    3.577             116              89;
   405    3.586             117              91;
   406    3.595             118              92;
   407    3.604             119              93;
   408    3.613             120              94;
   409    3.621             121              96;
   410    3.630             122              97;
   411    3.639             123              98;
   412    3.648             124             100;
   413    3.657             125             101;
   414    3.666             126             103;
   415    3.674             127             104;
   416    3.683             128             105;
   417    3.692             129             107;
   418    3.701             131             108;
   419    3.710             132             110;
   420    3.719             133             112;
   421    3.728             134             114;
   422    3.736             135             116;
   423    3.745             136             118;
   424    3.754             137             120;
   425    3.763             138             122;
   426    3.772             140             124;
   427    3.781             141             126;
   428    3.790             142             128;
   429    3.798             143             130;
   430    3.807             144             132;
   431    3.816             145             134;
   432    3.825             147             136;
   433    3.834             148             138;
   434    3.843             149             140;
   435    3.852             150             141;
   436    3.860             151             143;
   437    3.869             153             144;
   438    3.878             154             146;
   439    3.887             155             148;
   440    3.896             156             149;
   441    3.905             158             151;
   442    3.914             159             152;
   443    3.922             160             153;
   444    3.931             162             155;
   445    3.940             163             156;
   446    3.949             164             157;
   447    3.958             165             159;
   448    3.967             167             160;
   449    3.976             168             161;
   450    3.984             169             163;
   451    3.993             171             164;
   452    4.002             172             165;
   453    4.011             174             167;
   454    4.020             175             168;
   455    4.029             176             169;
   456    4.038             178             171;
   457    4.046             179             172;
   458    4.055             180             173;
   459    4.064             182             175;
   460    4.073             183             176;
   461    4.082             185             177;
   462    4.091             186             178;
   463    4.099             188             179;
   464    4.108             189             180;
   465    4.117             190             182;
   466    4.126             192             183;
   467    4.135             193             184;
   468    4.144             195             185;
   469    4.153             196             186;
   470    4.161             198             187;
   471    4.170             199             188;
   472    4.179             201             190;
   473    4.188             202             191;
   474    4.197             204             192;
   475    4.206             206             193;
   476    4.215             207             194;
   477    4.223             209             195;
   478    4.232             210             196;
   479    4.241             212             197;
   480    4.250             213             199;
   481    4.259             215             200;
   482    4.268             217             201;
   483    4.277             218             203;
   484    4.285             220             204;
   485    4.294             221             205;
   486    4.303             223             207;
   487    4.312             225             208;
   488    4.321             226             210;
   489    4.330             228             211;
   490    4.339             230             212;
   491    4.347             231             214;
   492    4.356             233             216;
   493    4.365             235             217;
   494    4.374             236             219;
   495    4.383             238             220;
   496    4.392             240             222;
   497    4.401             242             224;
   498    4.409             243             226;
   499    4.418             245             228;
   500    4.427             247             229;
   501    4.436             248             231;
   502    4.445             250             233;
   503    4.454             252             235;
   504    4.463             254             236;
   505    4.471             255             238;
   506    4.480             257             240;
   507    4.489             259             242;
   508    4.498             261             244;
   509    4.507             263             245;
   510    4.516             264             247;
   511    4.524             266             249;
   512    4.533             268             251;
   513    4.542             270             253;
   514    4.551             272             255;
   515    4.560             273             257;
   516    4.569             275             259;
   517    4.578             277             261;
   518    4.586             279             263;
   519    4.595             281             265;
   520    4.604             283             267;
   521    4.613             284             269;
   522    4.622             286             272;
   523    4.631             288             274;
   524    4.640             290             276;
   525    4.648             292             278;
   526    4.657             294             280;
   527    4.666             296             282;
   528    4.675             298             284;
   529    4.684             299             286;
   530    4.693             301             288;
   531    4.702             303             291;
   532    4.710             305             293;
   533    4.719             307             295;
   534    4.728             309             297;
   535    4.737             311             298;
   536    4.746             313             300;
   537    4.755             315             301;
   538    4.764             317             303;
   539    4.772             318             305;
   540    4.781             320             306;
   541    4.790             322             308;
   542    4.799             324             309;
   543    4.808             326             311;
   544    4.817             328             312;
   545    4.826             330             314;
   546    4.834             332             316;
   547    4.843             334             317;
   548    4.852             336             318;
   549    4.861             338             320;
   550    4.870             340             321;
   551    4.879             342             323;
   552    4.888             344             325;
   553    4.896             346             326;
   554    4.905             348             328;
   555    4.914             350             330;
   556    4.923             351             332;
   557    4.932             353             333;
   558    4.941             355             335;
   559    4.949             357             337;
   560    4.958             359             339;
   561    4.967             361             340;
   562    4.976             363             342;
   563    4.985             365             344;
   564    4.994             367             345;
   565    5.003             369             347;
   566    5.011             371             349;
   567    5.020             373             350;
   568    5.029             375             352;
   569    5.038             377             354;
   570    5.047             379             356;
   571    5.056             381             358;
   572    5.065             383             360;
   573    5.073             385             362;
   574    5.082             387             364;
   575    5.091             389             366;
   576    5.100             391             369;
   577    5.109             393             371;
   578    5.118             395             373;
   579    5.127             397             376;
   580    5.135             399             378;
   581    5.144             401             380;
   582    5.153             403             383;
   583    5.162             404             385;
   584    5.171             406             387;
   585    5.180             408             389;
   586    5.189             410             392;
   587    5.197             412             394;
   588    5.206             414             396;
   589    5.215             416             398;
   590    5.224             418             400;
   591    5.233             420             401;
   592    5.242             422             404;
   593    5.251             424             405;
   594    5.259             426             407;
   595    5.268             428             409;
   596    5.277             430             411;
   597    5.286             432             412;
   598    5.295             434             414;
   599    5.304             435             416;
   600    5.313             437             417;
   601    5.321             439             419;
   602    5.330             441             421;
   603    5.339             443             423;
   604    5.348             445             424;
   605    5.357             447             426;
   606    5.366             449             428;
   607    5.374             451             429;
   608    5.383             453             431;
   609    5.392             454             433;
   610    5.401             456             435;
   611    5.410             458             436;
   612    5.419             460             438;
   613    5.428             462             440;
   614    5.436             464             442;
   615    5.445             466             444;
   616    5.454             467             445;
   617    5.463             469             447;
   618    5.472             471             449;
   619    5.481             473             451;
   620    5.490             475             453;
   621    5.498             476             455;
   622    5.507             478             457;
   623    5.516             480             459;
   624    5.525             482             460;
   625    5.534             484             462;
   626    5.543             485             464;
   627    5.552             487             465;
   628    5.560             489             467;
   629    5.569             491             469;
   630    5.578             492             470;
   631    5.587             494             472;
   632    5.596             496             473;
   633    5.605             498             475;
   634    5.614             499             477;
   635    5.622             501             479;
   636    5.631             503             480;
   637    5.640             504             482;
   638    5.649             506             484;
   639    5.658             508             486;
   640    5.667             509             488;
   641    5.676             511             489;
   642    5.684             513             491;
   643    5.693             514             493;
   644    5.702             516             494;
   645    5.711             517             496;
   646    5.720             519             498;
   647    5.729             521             500;
   648    5.738             522             501;
   649    5.746             524             503;
   650    5.755             525             504;
   651    5.764             527             506;
   652    5.773             528             507;
   653    5.782             530             508;
   654    5.791             531             510;
   655    5.799             533             511;
   656    5.808             534             512;
   657    5.817             536             514;
   658    5.826             537             515;
   659    5.835             539             516;
   660    5.844             540             517;
   661    5.853             542             519;
   662    5.861             543             520;
   663    5.870             544             521;
   664    5.879             546             522;
   665    5.888             547             523;
   666    5.897             549             524;
   667    5.906             550             525;
   668    5.915             551             526;
   669    5.923             553             527;
   670    5.932             554             528;
   671    5.941             555             530;
   672    5.950             556             531;
   673    5.959             558             532;
   674    5.968             559             533;
   675    5.977             560             534;
   676    5.985             561             536;
   677    5.994             563             537;
   678    6.003             564             538;
   679    6.012             565             539;
   680    6.021             566             540;
   681    6.030             567             541;
   682    6.039             568             542;
   683    6.047             570             544;
   684    6.056             571             544;
   685    6.065             572             546;
   686    6.074             573             547;
   687    6.083             574             548;
   688    6.092             575             549;
   689    6.101             576             550;
   690    6.109             577             551;
   691    6.118             578             552;
   692    6.127             579             552;
   693    6.136             580             553;
   694    6.145             581             554;
   695    6.154             581             555;
   696    6.163             582             556;
   697    6.171             583             556;
   698    6.180             584             557;
   699    6.189             585             557;
   700    6.198             586             558;
   701    6.207             586             559;
   702    6.216             587             560;
   703    6.224             588             560;
   704    6.233             589             561;
   705    6.242             589             561;
   706    6.251             590             562;
   707    6.260             591             563;
   708    6.269             591             563;
   709    6.278             592             564;
   710    6.286             593             564;
   711    6.295             593             565;
   712    6.304             594             566;
   713    6.313             594             566;
   714    6.322             595             567;
   715    6.331             595             567;
   716    6.340             596             568;
   717    6.348             596             568;
   718    6.357             597             569;
   719    6.366             597             569;
   720    6.375             597             570;
   721    6.384             598             570;
   722    6.393             598             571;
   723    6.402             598             571;
   724    6.410             599             571;
   725    6.419             599             572;
   726    6.428             599             572;
   727    6.437             599             572;
   728    6.446             599             572;
   729    6.455             600             573;
   730    6.464             600             573;
   731    6.472             600             574;
   732    6.481             600             574;
   733    6.490             600             574;
   734    6.499             600             574;
   735    6.508             600             574;
   736    6.517             600             574;
   737    6.526             600             574;
   738    6.534             600             574;
   739    6.543             600             574;
   740    6.552             600             574;
   741    6.561             599             575;
   742    6.570             599             574;
   743    6.579             599             575;
   744    6.588             599             575;
   745    6.596             598             575;
   746    6.605             598             575;
   747    6.614             598             575;
   748    6.623             597             575;
   749    6.632             597             575;
   750    6.641             597             575;
   751    6.649             596             575;
   752    6.658             596             575;
   753    6.667             595             575;
   754    6.676             595             575;
   755    6.685             594             575;
   756    6.694             593             575;
   757    6.703             593             574;
   758    6.711             592             575;
   759    6.720             591             575;
   760    6.729             591             574;
   761    6.738             590             574;
   762    6.747             589             574;
   763    6.756             588             574;
   764    6.765             587             574;
   765    6.773             586             574;
   766    6.782             585             574;
   767    6.791             584             574;
   768    6.800             583             574;
   769    6.809             582             573;
   770    6.818             581             573;
   771    6.827             580             573;
   772    6.835             579             573;
   773    6.844             578             573;
   774    6.853             577             572;
   775    6.862             575             572;
   776    6.871             574             572;
   777    6.880             573             572;
   778    6.889             571             571;
   779    6.897             570             571;
   780    6.906             568             571;
   781    6.915             567             571;
   782    6.924             565             570;
   783    6.933             564             570;
   784    6.942             562             570;
   785    6.951             561             570;
   786    6.959             559             570;
   787    6.968             557             569;
   788    6.977             555             569;
   789    6.986             554             568;
   790    6.995             552             567;
   791    7.004             550             567;
   792    7.013             548             566;
   793    7.021             546             565;
   794    7.030             544             564;
   795    7.039             542             563;
   796    7.048             540             561;
   797    7.057             538             560;
   798    7.066             536             559;
   799    7.074             533             557;
   800    7.083             531             556;
   801    7.092             529             554;
   802    7.101             526             553;
   803    7.110             524             551;
   804    7.119             522             549;
   805    7.128             519             548;
   806    7.136             517             546;
   807    7.145             514             544;
   808    7.154             511             543;
   809    7.163             509             541;
   810    7.172             506             539;
   811    7.181             503             537;
   812    7.190             501             536;
   813    7.198             498             534;
   814    7.207             495             532;
   815    7.216             492             530;
   816    7.225             489             528;
   817    7.234             486             525;
   818    7.243             483             523;
   819    7.252             480             521;
   820    7.260             477             519;
   821    7.269             473             516;
   822    7.278             470             513;
   823    7.287             467             511;
   824    7.296             464             508;
   825    7.305             460             506;
   826    7.314             457             503;
   827    7.322             453             500;
   828    7.331             450             497;
   829    7.340             446             495;
   830    7.349             443             492;
   831    7.358             439             488;
   832    7.367             435             485;
   833    7.376             432             482;
   834    7.384             428             478;
   835    7.393             424             474;
   836    7.402             421             470;
   837    7.411             417             466;
   838    7.420             413             462;
   839    7.429             409             458;
   840    7.438             405             453;
   841    7.446             401             449;
   842    7.455             397             445;
   843    7.464             393             441;
   844    7.473             389             436;
   845    7.482             385             432;
   846    7.491             380             427;
   847    7.499             376             423;
   848    7.508             372             418;
   849    7.517             368             414;
   850    7.526             363             409;
   851    7.535             359             405;
   852    7.544             355             401;
   853    7.553             350             396;
   854    7.561             346             392;
   855    7.570             341             388;
   856    7.579             337             384;
   857    7.588             332             380;
   858    7.597             328             375;
   859    7.606             323             371;
   860    7.615             318             367;
   861    7.623             314             362;
   862    7.632             309             358;
   863    7.641             304             353;
   864    7.650             300             348;
   865    7.659             295             343;
   866    7.668             290             338;
   867    7.677             285             333;
   868    7.685             280             328;
   869    7.694             275             323;
   870    7.703             271             317;
   871    7.712             266             312;
   872    7.721             261             307;
   873    7.730             256             303;
   874    7.739             251             298;
   875    7.747             246             293;
   876    7.756             240             288;
   877    7.765             235             284;
   878    7.774             230             280;
   879    7.783             225             275;
   880    7.792             220             271;
   881    7.801             215             266;
   882    7.809             210             261;
   883    7.818             204             256;
   884    7.827             199             251;
   885    7.836             194             245;
   886    7.845             188             240;
   887    7.854             183             234;
   888    7.863             178             229;
   889    7.871             172             223;
   890    7.880             167             218;
   891    7.889             162             212;
   892    7.898             156             206;
   893    7.907             151             200;
   894    7.916             145             195;
   895    7.924             140             189;
   896    7.933             134             183;
   897    7.942             129             178;
   898    7.951             123             172;
