 Sample   Time     Commanded Pos   Encoder 1 Pos 

[    0    0.000            2500               0;
   226    2.001               0            2498;
   227    2.010               0            2420;
   228    2.019               0            2227;
   229    2.028               0            2007;
   230    2.036               0            1774;
   231    2.045               0            1529;
   232    2.054               0            1291;
   233    2.063               0            1080;
   234    2.072               0             889;
   235    2.081               0             706;
   236    2.090               0             536;
   237    2.098               0             387;
   238    2.107               0             259;
   239    2.116               0             144;
   240    2.125               0              40;
   241    2.134               0             -50;
   242    2.143               0            -126;
   243    2.152               0            -192;
   244    2.160               0            -250;
   245    2.169               0            -300;
   246    2.178               0            -341;
   247    2.187               0            -377;
   248    2.196               0            -408;
   249    2.205               0            -433;
   250    2.214               0            -454;
   251    2.222               0            -472;
   252    2.231               0            -485;
   253    2.240               0            -493;
   254    2.249               0            -496;
   255    2.258               0            -492;
   256    2.267               0            -488;
   257    2.276               0            -483;
   258    2.284               0            -479;
   259    2.293               0            -475;
   260    2.302               0            -472;
   261    2.311               0            -467;
   262    2.320               0            -461;
   263    2.329               0            -452;
   264    2.338               0            -442;
   265    2.346               0            -431;
   266    2.355               0            -420;
   267    2.364               0            -408;
   268    2.373               0            -396;
   269    2.382               0            -385;
   270    2.391               0            -373;
   271    2.399               0            -360;
   272    2.408               0            -348;
   273    2.417               0            -335;
   274    2.426               0            -322;
   275    2.435               0            -309;
   276    2.444               0            -296;
   277    2.453               0            -283;
   278    2.461               0            -270;
   279    2.470               0            -257;
   280    2.479               0            -245;
   281    2.488               0            -233;
   282    2.497               0            -221;
   283    2.506               0            -210;
   284    2.515               0            -200;
   285    2.523               0            -190;
   286    2.532               0            -179;
   287    2.541               0            -170;
   288    2.550               0            -160;
   289    2.559               0            -151;
   290    2.568               0            -142;
   291    2.577               0            -134;
   292    2.585               0            -126;
   293    2.594               0            -118;
   294    2.603               0            -110;
   295    2.612               0            -103;
   296    2.621               0             -96;
   297    2.630               0             -89;
   298    2.639               0             -83;
   299    2.647               0             -78;
   300    2.656               0             -73;
   301    2.665               0             -68;
   302    2.674               0             -64;
   303    2.683               0             -59;
   304    2.692               0             -55;
   305    2.701               0             -51;
   306    2.709               0             -47;
   307    2.718               0             -44;
   308    2.727               0             -40;
   309    2.736               0             -38;
   310    2.745               0             -35;
   311    2.754               0             -33;
   312    2.763               0             -31;
   313    2.771               0             -29;
   314    2.780               0             -27;
   315    2.789               0             -26;
   316    2.798               0             -24;
   317    2.807               0             -22;
   318    2.816               0             -20;
   319    2.824               0             -19;
   320    2.833               0             -18;
   321    2.842               0             -16;
   322    2.851               0             -15;
   323    2.860               0             -14;
   324    2.869               0             -12;
   325    2.878               0             -11;
   326    2.886               0             -10;
   327    2.895               0              -9;
   328    2.904               0              -8;
   329    2.913               0              -7;
   330    2.922               0              -7;
   331    2.931               0              -6;
   332    2.940               0              -5;
   333    2.948               0              -5;
   334    2.957               0              -5;
   335    2.966               0              -4;
   336    2.975               0              -3;
   337    2.984               0              -3;
   338    2.993               0              -3;
   339    3.002               0              -2;
   340    3.010               0              -2;
   341    3.019               0              -2;
   342    3.028               0              -2;
   343    3.037               0              -2;
   344    3.046               0              -1;
   345    3.055               0              -1;
   346    3.064               0              -0;
   347    3.072               0               0;
   348    3.081               0               0;
   349    3.090               0               0;
   350    3.099               0               0;
   351    3.108               0               0;
   352    3.117               0               0;
   353    3.126               0               0;
   354    3.134               0               0;
   355    3.143               0               1;
   356    3.152               0               1;
   357    3.161               0               1;
   358    3.170               0               1;
   359    3.179               0               1;
   360    3.188               0               1;
   361    3.196               0               1;
   362    3.205               0               1;
   363    3.214               0               1;
   364    3.223               0               1;
   365    3.232               0               1;
   366    3.241               0               1;
   367    3.249               0               1;
   368    3.258               0               1;
   369    3.267               0               1;
   370    3.276               0               1;
   371    3.285               0               1;
   372    3.294               0               1;
   373    3.303               0               1;
   374    3.311               0               1;
   375    3.320               0               1;
   376    3.329               0               1;
   377    3.338               0               1;
   378    3.347               0               1;
   379    3.356               0               1;
   380    3.365               0               1;
   381    3.373               0               1;
   382    3.382               0               1;
   383    3.391               0               1;
   384    3.400               0               1;
   385    3.409               0               1;
   386    3.418               0               1;
   387    3.427               0               1;
   388    3.435               0               1;
   389    3.444               0               1;
   390    3.453               0               1;
   391    3.462               0               1;
   392    3.471               0               1;
   393    3.480               0               1;
   394    3.489               0               1;
   395    3.497               0               1;
   396    3.506               0               1;
   397    3.515               0               1;
   398    3.524               0               1;
   399    3.533               0               1;
   400    3.542               0               1;
   401    3.551               0               1;
   402    3.559               0               1;
   403    3.568               0               1;
   404    3.577               0               1;
   405    3.586               0               1;
   406    3.595               0               1;
   407    3.604               0               2;
   408    3.613               0               1;
   409    3.621               0               2;
   410    3.630               0               1;
   411    3.639               0               2;
   412    3.648               0               1;
   413    3.657               0               2;
   414    3.666               0               2;
   415    3.674               0               2;
   416    3.683               0               2;
   417    3.692               0               2;
   418    3.701               0               2;
   419    3.710               0               2;
   420    3.719               0               2;
   421    3.728               0               2;
   422    3.736               0               2;
   423    3.745               0               2;
   424    3.754               0               2;
   425    3.763               0               2;
   426    3.772               0               2;
   427    3.781               0               2;
   428    3.790               0               2;
   429    3.798               0               2;
   430    3.807               0               2;
   431    3.816               0               2;
   432    3.825               0               2;
   433    3.834               0               2;
   434    3.843               0               2;
   435    3.852               0               2;
   436    3.860               0               2;
   437    3.869               0               2;
   438    3.878               0               2;
   439    3.887               0               2;
   440    3.896               0               2;
   441    3.905               0               2;
   442    3.914               0               2;
   443    3.922               0               2;
   444    3.931               0               2;
   445    3.940               0               2;
   446    3.949               0               2;
   447    3.958               0               2;
   448    3.967               0               2;
   449    3.976               0               2;
   450    3.984               0               2]
