 Sample   Time     Commanded Pos   Encoder 1 Pos 
   245    2.169               0              49;
   246    2.178               0              62;
   247    2.187               0              80;
   248    2.196               0             101;
   249    2.205               0             127;
   250    2.214               0             156;
   251    2.222               0             189;
   252    2.231               0             226;
   253    2.240               0             268;
   254    2.249               0             313;
   255    2.258               0             362;
   256    2.267               0             415;
   257    2.276               0             470;
   258    2.284               0             528;
   259    2.293               0             587;
   260    2.302               0             649;
   261    2.311               0             715;
   262    2.320               0             785;
   263    2.329               0             861;
   264    2.338               0             943;
   265    2.346               0            1031;
   266    2.355               0            1125;
   267    2.364               0            1224;
   268    2.373               0            1328;
   269    2.382               0            1436;
   270    2.391               0            1546;
   271    2.399               0            1660;
   272    2.408               0            1775;
   273    2.417               0            1891;
   274    2.426               0            2009;
   275    2.435               0            2126;
   276    2.444               0            2242;
   277    2.453               0            2354;
   278    2.461               0            2462;
   279    2.470               0            2565;
   280    2.479               0            2659;
   281    2.488               0            2742;
   282    2.497               0            2808;
   283    2.506               0            2855;
   284    2.515               0            2881;
   285    2.523               0            2886;
   286    2.532               0            2870;
   287    2.541               0            2835;
   288    2.550               0            2781;
   289    2.559               0            2709;
   290    2.568               0            2618;
   291    2.577               0            2510;
   292    2.585               0            2387;
   293    2.594               0            2248;
   294    2.603               0            2096;
   295    2.612               0            1930;
   296    2.621               0            1754;
   297    2.630               0            1568;
   298    2.639               0            1373;
   299    2.647               0            1172;
   300    2.656               0             965;
   301    2.665               0             755;
   302    2.674               0             543;
   303    2.683               0             331;
   304    2.692               0             119;
   305    2.701               0             -91;
   306    2.709               0            -299;
   307    2.718               0            -502;
   308    2.727               0            -700;
   309    2.736               0            -891;
   310    2.745               0           -1074;
   311    2.754               0           -1247;
   312    2.763               0           -1408;
   313    2.771               0           -1557;
   314    2.780               0           -1692;
   315    2.789               0           -1811;
   316    2.798               0           -1913;
   317    2.807               0           -1998;
   318    2.816               0           -2065;
   319    2.824               0           -2114;
   320    2.833               0           -2143;
   321    2.842               0           -2153;
   322    2.851               0           -2144;
   323    2.860               0           -2118;
   324    2.869               0           -2076;
   325    2.878               0           -2019;
   326    2.886               0           -1947;
   327    2.895               0           -1862;
   328    2.904               0           -1763;
   329    2.913               0           -1651;
   330    2.922               0           -1529;
   331    2.931               0           -1395;
   332    2.940               0           -1254;
   333    2.948               0           -1104;
   334    2.957               0            -948;
   335    2.966               0            -787;
   336    2.975               0            -623;
   337    2.984               0            -456;
   338    2.993               0            -288;
   339    3.002               0            -121;
   340    3.010               0              45;
   341    3.019               0             209;
   342    3.028               0             370;
   343    3.037               0             527;
   344    3.046               0             679;
   345    3.055               0             826;
   346    3.064               0             966;
   347    3.072               0            1099;
   348    3.081               0            1223;
   349    3.090               0            1338;
   350    3.099               0            1442;
   351    3.108               0            1534;
   352    3.117               0            1615;
   353    3.126               0            1683;
   354    3.134               0            1737;
   355    3.143               0            1778;
   356    3.152               0            1805;
   357    3.161               0            1817;
   358    3.170               0            1814;
   359    3.179               0            1799;
   360    3.188               0            1772;
   361    3.196               0            1734;
   362    3.205               0            1685;
   363    3.214               0            1626;
   364    3.223               0            1557;
   365    3.232               0            1478;
   366    3.241               0            1392;
   367    3.249               0            1297;
   368    3.258               0            1196;
   369    3.267               0            1089;
   370    3.276               0             976;
   371    3.285               0             859;
   372    3.294               0             739;
   373    3.303               0             616;
   374    3.311               0             492;
   375    3.320               0             367;
   376    3.329               0             242;
   377    3.338               0             117;
   378    3.347               0              -6;
   379    3.356               0            -128;
   380    3.365               0            -247;
   381    3.373               0            -363;
   382    3.382               0            -475;
   383    3.391               0            -582;
   384    3.400               0            -683;
   385    3.409               0            -778;
   386    3.418               0            -865;
   387    3.427               0            -944;
   388    3.435               0           -1014;
   389    3.444               0           -1075;
   390    3.453               0           -1126;
   391    3.462               0           -1167;
   392    3.471               0           -1197;
   393    3.480               0           -1216;
   394    3.489               0           -1224;
   395    3.497               0           -1221;
   396    3.506               0           -1209;
   397    3.515               0           -1188;
   398    3.524               0           -1159;
   399    3.533               0           -1122;
   400    3.542               0           -1078;
   401    3.551               0           -1027;
   402    3.559               0            -970;
   403    3.568               0            -908;
   404    3.577               0            -840;
   405    3.586               0            -768;
   406    3.595               0            -692;
   407    3.604               0            -613;
   408    3.613               0            -531;
   409    3.621               0            -447;
   410    3.630               0            -362;
   411    3.639               0            -276;
   412    3.648               0            -191;
   413    3.657               0            -107;
   414    3.666               0             -23;
   415    3.674               0              58;
   416    3.683               0             137;
   417    3.692               0             213;
   418    3.701               0             286;
   419    3.710               0             356;
   420    3.719               0             422;
   421    3.728               0             484;
   422    3.736               0             542;
   423    3.745               0             595;
   424    3.754               0             642;
   425    3.763               0             685;
   426    3.772               0             722;
   427    3.781               0             753;
   428    3.790               0             778;
   429    3.798               0             797;
   430    3.807               0             810;
   431    3.816               0             817;
   432    3.825               0             817;
   433    3.834               0             812;
   434    3.843               0             802;
   435    3.852               0             789;
   436    3.860               0             772;
   437    3.869               0             751;
   438    3.878               0             727;
   439    3.887               0             701;
   440    3.896               0             671;
   441    3.905               0             638;
   442    3.914               0             603;
   443    3.922               0             566;
   444    3.931               0             527;
   445    3.940               0             486;
   446    3.949               0             444;
   447    3.958               0             402;
   448    3.967               0             359;
   449    3.976               0             315;
   450    3.984               0             272;
   451    3.993               0             229;
   452    4.002               0             186;
   453    4.011               0             144;
   454    4.020               0             102;
   455    4.029               0              62;
   456    4.038               0              24;
   457    4.046               0             -14;
   458    4.055               0             -50;
   459    4.064               0             -85;
   460    4.073               0            -117;
   461    4.082               0            -148;
   462    4.091               0            -175;
   463    4.099               0            -200;
   464    4.108               0            -222;
   465    4.117               0            -241;
   466    4.126               0            -256;
   467    4.135               0            -269;
   468    4.144               0            -278;
   469    4.153               0            -284;
   470    4.161               0            -287;
   471    4.170               0            -287;
   472    4.179               0            -283;
   473    4.188               0            -278;
   474    4.197               0            -272;
   475    4.206               0            -264;
   476    4.215               0            -256;
   477    4.223               0            -247;
   478    4.232               0            -238;
   479    4.241               0            -228;
   480    4.250               0            -218;
   481    4.259               0            -208;
   482    4.268               0            -199;
   483    4.277               0            -189;
   484    4.285               0            -180;
   485    4.294               0            -171;
   486    4.303               0            -162;
   487    4.312               0            -154;
   488    4.321               0            -146;
   489    4.330               0            -139;
   490    4.339               0            -131;
   491    4.347               0            -124;
   492    4.356               0            -118;
   493    4.365               0            -112;
   494    4.374               0            -106;
   495    4.383               0            -102;
   496    4.392               0             -98;
   497    4.401               0             -95;
   498    4.409               0             -94;
   499    4.418               0             -93;
   500    4.427               0             -94;
   501    4.436               0             -95;
   502    4.445               0             -96;
   503    4.454               0             -97;
   504    4.463               0             -98;
   505    4.471               0             -98;
   506    4.480               0             -99;
   507    4.489               0             -99;
   508    4.498               0             -99;
   509    4.507               0             -99;
   510    4.516               0             -99;
   511    4.524               0             -99;
   512    4.533               0             -99;
   513    4.542               0             -99;
   514    4.551               0             -99;
   515    4.560               0             -99;
   516    4.569               0             -99;
   517    4.578               0             -99;
   518    4.586               0             -99;
   519    4.595               0             -99;
   520    4.604               0             -99;
   521    4.613               0             -99;
   522    4.622               0             -99;
   523    4.631               0             -99;
   524    4.640               0             -99;
   525    4.648               0             -99;
   526    4.657               0             -99;
   527    4.666               0             -99;
   528    4.675               0             -99;
   529    4.684               0             -99;
   530    4.693               0             -99;
   531    4.702               0             -99;
   532    4.710               0             -99;
   533    4.719               0             -99;
   534    4.728               0             -99;
   535    4.737               0             -99;
   536    4.746               0             -99;
   537    4.755               0             -99;
   538    4.764               0             -99;
   539    4.772               0             -99;
   540    4.781               0             -99;
   541    4.790               0             -99;
   542    4.799               0             -99;
   543    4.808               0             -99;
   544    4.817               0             -99;
   545    4.826               0             -99;
   546    4.834               0             -99;
   547    4.843               0             -99;
   548    4.852               0             -99;
   549    4.861               0             -99;
   550    4.870               0             -99;
   551    4.879               0             -99;
   552    4.888               0             -99;
   553    4.896               0             -99;
   554    4.905               0             -99;
   555    4.914               0             -99;
   556    4.923               0             -99;
   557    4.932               0             -99;
   558    4.941               0             -99;
   559    4.949               0             -99;
   560    4.958               0             -99;
   561    4.967               0             -99;
   562    4.976               0             -99;
   563    4.985               0             -99;
   564    4.994               0             -99;
   565    5.003               0             -99;
   566    5.011               0             -99;
   567    5.020               0             -99;
   568    5.029               0             -99;
   569    5.038               0             -99;
   570    5.047               0             -99;
   571    5.056               0             -99;
   572    5.065               0             -99;
   573    5.073               0             -99;
   574    5.082               0             -99;
   575    5.091               0             -99;
   576    5.100               0             -99;
   577    5.109               0             -99;
   578    5.118               0             -99;
   579    5.127               0             -99;
   580    5.135               0             -99;
   581    5.144               0             -99;
   582    5.153               0             -99;
   583    5.162               0             -99;
   584    5.171               0             -99;
   585    5.180               0             -99;
   586    5.189               0             -99;
   587    5.197               0             -99;
   588    5.206               0             -99;
   589    5.215               0             -99;
   590    5.224               0             -99;
   591    5.233               0             -99;
   592    5.242               0             -99;
   593    5.251               0             -99;
   594    5.259               0             -99;
   595    5.268               0             -99;
   596    5.277               0             -99;
   597    5.286               0             -99;
   598    5.295               0             -99;
   599    5.304               0             -99;
   600    5.313               0             -99;
   601    5.321               0             -99;
   602    5.330               0             -99;
   603    5.339               0             -99;
   604    5.348               0             -99;
   605    5.357               0             -99;
   606    5.366               0             -99;
   607    5.374               0             -99;
   608    5.383               0             -99;
   609    5.392               0             -99;
   610    5.401               0             -99;
   611    5.410               0             -99;
   612    5.419               0             -99;
   613    5.428               0             -99;
   614    5.436               0             -99;
   615    5.445               0             -99;
   616    5.454               0             -99;
   617    5.463               0             -99;
   618    5.472               0             -99;
   619    5.481               0             -99;
   620    5.490               0             -99;
   621    5.498               0             -99;
   622    5.507               0             -99;
   623    5.516               0             -99;
   624    5.525               0             -99;
   625    5.534               0             -99;
   626    5.543               0             -99;
   627    5.552               0             -99;
   628    5.560               0             -99;
   629    5.569               0             -99;
   630    5.578               0             -99;
   631    5.587               0             -99;
   632    5.596               0             -99;
   633    5.605               0             -99;
   634    5.614               0             -99;
   635    5.622               0             -99;
   636    5.631               0             -99;
   637    5.640               0             -99;
   638    5.649               0             -99;
   639    5.658               0             -99;
   640    5.667               0             -99;
   641    5.676               0             -99;
   642    5.684               0             -99;
   643    5.693               0             -99;
   644    5.702               0             -99;
   645    5.711               0             -99;
   646    5.720               0             -99;
   647    5.729               0             -99;
   648    5.738               0             -99;
   649    5.746               0             -99;
   650    5.755               0             -99;
   651    5.764               0             -99;
   652    5.773               0             -99;
   653    5.782               0             -99;
   654    5.791               0             -99;
   655    5.799               0             -99;
   656    5.808               0             -99;
   657    5.817               0             -99;
   658    5.826               0             -99;
   659    5.835               0             -99;
   660    5.844               0             -99;
   661    5.853               0             -99;
   662    5.861               0             -99;
   663    5.870               0             -99;
   664    5.879               0             -99;
   665    5.888               0             -99;
   666    5.897               0             -99;
   667    5.906               0             -99;
   668    5.915               0             -99;
   669    5.923               0             -99;
   670    5.932               0             -99;
   671    5.941               0             -99;
   672    5.950               0             -99;
   673    5.959               0             -99;
   674    5.968               0             -99;
   675    5.977               0             -99;
   676    5.985               0             -99]
