 Sample   Time     Commanded Pos   Encoder 1 Pos 
   245    2.169               0              24;
   246    2.178               0              32;
   247    2.187               0              40;
   248    2.196               0              49;
   249    2.205               0              59;
   250    2.214               0              69;
   251    2.222               0              79;
   252    2.231               0              89;
   253    2.240               0             100;
   254    2.249               0             112;
   255    2.258               0             124;
   256    2.267               0             138;
   257    2.276               0             155;
   258    2.284               0             174;
   259    2.293               0             196;
   260    2.302               0             220;
   261    2.311               0             246;
   262    2.320               0             275;
   263    2.329               0             306;
   264    2.338               0             339;
   265    2.346               0             377;
   266    2.355               0             418;
   267    2.364               0             465;
   268    2.373               0             519;
   269    2.382               0             580;
   270    2.391               0             650;
   271    2.399               0             727;
   272    2.408               0             813;
   273    2.417               0             907;
   274    2.426               0            1008;
   275    2.435               0            1115;
   276    2.444               0            1229;
   277    2.453               0            1349;
   278    2.461               0            1475;
   279    2.470               0            1608;
   280    2.479               0            1745;
   281    2.488               0            1887;
   282    2.497               0            2029;
   283    2.506               0            2166;
   284    2.515               0            2288;
   285    2.523               0            2388;
   286    2.532               0            2456;
   287    2.541               0            2487;
   288    2.550               0            2478;
   289    2.559               0            2433;
   290    2.568               0            2352;
   291    2.577               0            2237;
   292    2.585               0            2089;
   293    2.594               0            1912;
   294    2.603               0            1708;
   295    2.612               0            1480;
   296    2.621               0            1231;
   297    2.630               0             967;
   298    2.639               0             691;
   299    2.647               0             407;
   300    2.656               0             120;
   301    2.665               0            -167;
   302    2.674               0            -451;
   303    2.683               0            -727;
   304    2.692               0            -991;
   305    2.701               0           -1239;
   306    2.709               0           -1467;
   307    2.718               0           -1670;
   308    2.727               0           -1846;
   309    2.736               0           -1990;
   310    2.745               0           -2101;
   311    2.754               0           -2176;
   312    2.763               0           -2215;
   313    2.771               0           -2215;
   314    2.780               0           -2181;
   315    2.789               0           -2112;
   316    2.798               0           -2011;
   317    2.807               0           -1878;
   318    2.816               0           -1717;
   319    2.824               0           -1529;
   320    2.833               0           -1318;
   321    2.842               0           -1088;
   322    2.851               0            -843;
   323    2.860               0            -587;
   324    2.869               0            -324;
   325    2.878               0             -59;
   326    2.886               0             206;
   327    2.895               0             467;
   328    2.904               0             720;
   329    2.913               0             964;
   330    2.922               0            1194;
   331    2.931               0            1405;
   332    2.940               0            1595;
   333    2.948               0            1760;
   334    2.957               0            1898;
   335    2.966               0            2006;
   336    2.975               0            2082;
   337    2.984               0            2127;
   338    2.993               0            2137;
   339    3.002               0            2113;
   340    3.010               0            2058;
   341    3.019               0            1975;
   342    3.028               0            1863;
   343    3.037               0            1724;
   344    3.046               0            1561;
   345    3.055               0            1377;
   346    3.064               0            1174;
   347    3.072               0             956;
   348    3.081               0             727;
   349    3.090               0             490;
   350    3.099               0             248;
   351    3.108               0               4;
   352    3.117               0            -238;
   353    3.126               0            -476;
   354    3.134               0            -706;
   355    3.143               0            -924;
   356    3.152               0           -1128;
   357    3.161               0           -1312;
   358    3.170               0           -1476;
   359    3.179               0           -1613;
   360    3.188               0           -1724;
   361    3.196               0           -1805;
   362    3.205               0           -1856;
   363    3.214               0           -1875;
   364    3.223               0           -1862;
   365    3.232               0           -1821;
   366    3.241               0           -1751;
   367    3.249               0           -1654;
   368    3.258               0           -1531;
   369    3.267               0           -1386;
   370    3.276               0           -1220;
   371    3.285               0           -1036;
   372    3.294               0            -838;
   373    3.303               0            -629;
   374    3.311               0            -413;
   375    3.320               0            -192;
   376    3.329               0              29;
   377    3.338               0             248;
   378    3.347               0             463;
   379    3.356               0             671;
   380    3.365               0             869;
   381    3.373               0            1055;
   382    3.382               0            1225;
   383    3.391               0            1376;
   384    3.400               0            1505;
   385    3.409               0            1611;
   386    3.418               0            1692;
   387    3.427               0            1746;
   388    3.435               0            1772;
   389    3.444               0            1771;
   390    3.453               0            1744;
   391    3.462               0            1692;
   392    3.471               0            1617;
   393    3.480               0            1519;
   394    3.489               0            1400;
   395    3.497               0            1263;
   396    3.506               0            1109;
   397    3.515               0             941;
   398    3.524               0             762;
   399    3.533               0             574;
   400    3.542               0             381;
   401    3.551               0             185;
   402    3.559               0             -12;
   403    3.568               0            -207;
   404    3.577               0            -399;
   405    3.586               0            -583;
   406    3.595               0            -758;
   407    3.604               0            -921;
   408    3.613               0           -1068;
   409    3.621               0           -1197;
   410    3.630               0           -1306;
   411    3.639               0           -1393;
   412    3.648               0           -1456;
   413    3.657               0           -1495;
   414    3.666               0           -1508;
   415    3.674               0           -1494;
   416    3.683               0           -1459;
   417    3.692               0           -1400;
   418    3.701               0           -1320;
   419    3.710               0           -1221;
   420    3.719               0           -1105;
   421    3.728               0            -972;
   422    3.736               0            -826;
   423    3.745               0            -669;
   424    3.754               0            -505;
   425    3.763               0            -335;
   426    3.772               0            -162;
   427    3.781               0              11;
   428    3.790               0             183;
   429    3.798               0             350;
   430    3.807               0             511;
   431    3.816               0             665;
   432    3.825               0             809;
   433    3.834               0             942;
   434    3.843               0            1061;
   435    3.852               0            1163;
   436    3.860               0            1248;
   437    3.869               0            1313;
   438    3.878               0            1357;
   439    3.887               0            1379;
   440    3.896               0            1380;
   441    3.905               0            1362;
   442    3.914               0            1324;
   443    3.922               0            1269;
   444    3.931               0            1197;
   445    3.940               0            1109;
   446    3.949               0            1006;
   447    3.958               0             892;
   448    3.967               0             766;
   449    3.976               0             633;
   450    3.984               0             493;
   451    3.993               0             349;
   452    4.002               0             202;
   453    4.011               0              54;
   454    4.020               0             -93;
   455    4.029               0            -237;
   456    4.038               0            -377;
   457    4.046               0            -511;
   458    4.055               0            -635;
   459    4.064               0            -749;
   460    4.073               0            -850;
   461    4.082               0            -937;
   462    4.091               0           -1007;
   463    4.099               0           -1061;
   464    4.108               0           -1097;
   465    4.117               0           -1114;
   466    4.126               0           -1112;
   467    4.135               0           -1094;
   468    4.144               0           -1059;
   469    4.153               0           -1009;
   470    4.161               0            -945;
